ticker,yearReport,lengthReport,TOTAL ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Long-term investments (Bn. VND),Investments in associate companies,Other long-term assets (Bn. VND),Less: Provision for diminuation in value of long term investments,Fixed assets (Bn. VND),Tangible fixed assets,Intagible fixed assets,Investment in properties,Other Assets,TOTAL RESOURCES (Bn. VND),LIABILITIES (Bn. VND),Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,OWNER'S EQUITY(Bn.VND),Capital,Reserves,Foreign Currency Difference reserve,Undistributed earnings (Bn. VND),Paid-in capital (Bn. VND),MINORITY INTERESTS,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Attributable to parent company,EPS_basis,Profits from other activities,Operating profit before changes in working capital,Net Cash Flows from Operating Activities before BIT,Payment from reserves,Purchase of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Net cash inflows/outflows from operating activities,Proceeds from disposal of fixed assets,Investment in other entities,Proceeds from divestment in other entities,Dividends paid,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Quarter_Time,Investment in joint ventures,Leased assets,Difference upon Assets Revaluation,Minority Interest,Other Reserves,CURRENT ASSETS (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Other non-current assets,Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),Capital and reserves (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,Operating Profit/Loss,Other income,Net income from associated companies,Other Income/Expenses,Net other income/expenses,Net Profit/Loss before tax,Depreciation and Amortisation,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Payments for share repurchases,Proceeds from borrowings,Repayment of borrowings,(ST+LT borrowings)/Equity,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,EV/EBITDA,Long-term loans receivables (Bn. VND),Goodwill,Budget sources and other funds,Long-term borrowings (Bn. VND),Finance lease principal payments,Interest income and dividends,Profit/Loss from disposal of fixed assets,Convertible bonds (Bn. VND),_Increase/Decrease in receivables,_Increase/Decrease in payables,adj_close_q,actual_price_date,y_return
SAB,2022,4,34465075615756,4069464160642,,,,,,,,,,,,,,2214115381757,,434314271916.0,,4454982147731,,,153128987010.0,,34465075615756,9874229696363,,,,,,,,24590845919393,,,,15564895669872,6412811860000,1450551977121.0,10131946421601,0.1145677635752628,1043337169730,-0.2058203806068418,,,,,,,,,,,,,,,-200308163933,,2932597173.0,1359966567766,,-342596036213,58512170863.0,1075882702416,1043337169730,,,1129950974276.0,,,-110593999127.0,321630696190.0,1428284231995.0,0.0,153318722707.0,1226250707408.0,2843366169149.0,-152715915.0,4069464160642.0,-355352247294.0,183150000.0,0.0,0.0,-46358223356.0,0.4015408713,0.1811642495884081,1.917321641133645,0.1040299051831353,0.2214170394,0.2145642186,0.160852426,0.0209580838,1.4015408712953594,107093958062000.0,641281186.0,20.5009578769,4.6280292865,3.06165702,24.4589544165,1626.9573979517934,36084.4734688225,2022-12-31,,,,32545532686.0,3208666226.0,26860224573663.0,19411469500000.0,897692694315.0,2193521139336.0,288077079370.0,7604851042093.0,611356317724.0,9213862412096.0,660367284267.0,24590845919393.0,68059544421.0,,2272494533814.0,0.0,1122241373127.0,6412811860000.0,36931211976.0,658625815321.0,0.0,383451267863.0,46171128871.0,37720028871.0,324044164085.0,-13730253818.0,10131946421601.0,-102742147183.0,10029204274418.0,-7215615568862.0,2813588705556.0,-31503508249.0,65213973010.0,-1612396044064.0,1358639126405.0,7391710650.0,0.0,-6064269289.0,1327441361.0,1359966567766.0,140433692370.0,1084603226.0,-388196740077.0,13730253818.0,-184723380964.0,-217468472217.0,-486162400004.0,-27886446860.0,-18911410713.0,-547749307229.0,0.0,-2401803583.0,-5986743500000.0,7203807884932.0,0.0,805335470079.0,-605658524016.0,0.0572363735,1.0770732278,7.8988246812,2.3516915493263495,30.3674904307,40.7852594797,73.50444145972635,12.019432453,0.0997969998589027,0.2805395750820195,6059078318875.0,1000884497559.0,2.9151970555,0.4416675634,2.677129561,-72.89628515438417,17.5825556231,0.0,,0.0,374432513250.0,,0.0,0.0,,,,73.73,2023-04-03,-0.13467521369278568
SAB,2023,1,31480307297129,2994887902083,,,,,,,,,,,,,,2250998912815,,434314271916.0,,4332477847025,,,151501060378.0,,31480307297129,5907352826161,,,,,,,,25572954470968,,,,16514706491498,6412811860000,1483200641216.0,6240141466838,-0.1519608435503212,967303860017,-0.1737360133621979,,,,,,,,,,,,,,,-182207597561,,-2009062439.0,1252222339547,,-186971581113,-61203288544.0,1004047469890,967303860017,,,1028416485563.0,,,-92377286788.0,206035353308.0,2156385063656.0,0.0,-2349760358833.0,-1074507850084.0,4069464160642.0,-68408475.0,2994887902083.0,-881132554907.0,421225600.0,0.0,0.0,-2250583978885.0,0.2310000134,0.1694163985605768,1.9938955819427393,0.1556668915979387,0.2122730143,0.1928790614,0.153021581,0.0,1.2310000134269738,96833459086000.0,641281186.0,19.2877686254,4.0196948367,2.8575685255,40.1999321852,1508.392700635069,37565.0406649416,2023-03-31,,,,36743609873.0,3208666226.0,24035836979493.0,17367463728464.0,895231761646.0,2496501979005.0,281751608295.0,7444470317636.0,538845994369.0,5382595929564.0,524756896597.0,25572954470968.0,24448402562.0,,2573370207574.0,0.0,1122241373127.0,6412811860000.0,26102264256.0,581908285519.0,0.0,361292191801.0,48077373799.0,39626273799.0,358409422073.0,-17523731719.0,6240141466838.0,-26207019458.0,6213934447380.0,-4298944721980.0,1914989725400.0,-21288714153.0,44461836204.0,-861350744768.0,1253013927195.0,1893047782.0,0.0,-2684635430.0,-791587648.0,1252222339547.0,140691204674.0,1456511271.0,-381468239209.0,17523731719.0,172527838459.0,-307286310581.0,-1388106890350.0,-2539495297.0,-14232489268.0,-367188507890.0,0.0,-2723185543.0,-1269568133669.0,3311873905205.0,0.0,968344982235.0,-1067521362183.0,0.0502557545,1.0328518191,7.5042050615,2.8192917529475356,34.7103784381,32.8817716765,70.41144186754754,10.515586877,0.1402382645730072,0.3081766860619881,5678957331837.0,871431383071.0,4.4654730346,0.5564021415,4.0016630047,-49.72864210915508,16.9494705463,0.0,,0.0,351639919066.0,,0.0,0.0,,,,64.44,2023-06-01,0.013257477973611816
SAB,2023,2,33646876158651,3741721292562,,,,,,,,,,,,,,2318431137559,,434314271916.0,,4226704637199,,,149873133748.0,,33646876158651,8123463218998,,,,,,,,25523412939653,,,,16622919408722,6412811860000,1320228120905.0,8381589764258,-0.0755175078319628,1159244592128,-0.3049581041748722,,,,,,,,,,,,,,,-200013094048,,-212744556.0,1524359738040,,-306141670985,-7778306770.0,1210439760285,1159244592128,,,1254100232146.0,,,-65053701056.0,367037442414.0,-975085792889.0,0.0,-116570300981.0,746859151689.0,2994887902083.0,-25761210.0,3741721292562.0,1838515245559.0,80000000.0,0.0,0.0,-49795665068.0,0.3182749595,0.165601075655224,1.9900328823659736,0.1394640053237537,0.1883722326,0.1638691062,0.1351438645,0.0,1.3182749594736778,88368547430800.0,1282562372.0,19.5859800121,3.6511123678,2.6624764168,28.5793879006,903.8504617286558,18870.961246903,2023-06-30,,,,51195168157.0,3208666226.0,26098897838382.0,18638871262711.0,983673481545.0,2430169420205.0,304462381359.0,7547978320269.0,658087146273.0,7638834830419.0,484628388579.0,25523412939653.0,38045230537.0,,2506667113835.0,0.0,1122241373127.0,6412811860000.0,38632447875.0,556158670975.0,0.0,481405467687.0,46406242971.0,37955142971.0,354413768251.0,-14330165656.0,8381589764258.0,-69447936430.0,8312141827828.0,-5824262761534.0,2487879066294.0,-17219852644.0,78103889404.0,-1167073474371.0,1536090302886.0,2921952020.0,0.0,-14652516866.0,-11730564846.0,1524359738040.0,140033176269.0,1544577730.0,-303388955385.0,14330165656.0,-53551386070.0,64030643075.0,1011672577360.0,-169719875909.0,-15975561941.0,-82859934163.0,0.0,-169181448939.0,-7199536534247.0,5922387000000.0,0.0,794357160210.0,-861131796123.0,0.0461062712,0.994159051,7.5466820138,3.0458295702579568,36.8841490662,34.7010076218,74.63098625825796,9.8958498228,0.1348379901462615,0.299306618898741,4887410447346.0,1120792497875.0,3.4166071682,0.4898287992,3.0984736473,-78.21211036773516,17.7626841923,0.0,,0.0,310315364437.0,,0.0,0.0,,,,65.3,2023-09-05,-0.20005832557161238
SAB,2023,3,33426373656342,2391612113327,,,,,,,,,,,,,,2253726454360,,434314271916.0,,4097561292700,,,148245207118.0,,33426373656342,6907845863286,,,,,,,,26518527793056,,,,17637233522109,6412811860000,1293205604632.0,7504075941598,-0.1354138322344744,1044408963102,-0.2217177151595087,,,,,,,,,,,,,,,-204452640392,,-1363723209.0,1344898352935,,-261348321589,-9503202735.0,1074046828611,1044408963102,,,1048299273320.0,,,-76212740172.0,327224433647.0,-1108096044226.0,0.0,-1230325681127.0,-1350106402715.0,3741721292562.0,-2776520.0,2391612113327.0,988315322638.0,19046500.0,0.0,0.0,-1012086587895.0,0.2604913032,0.1545169220809069,2.067620910451597,0.1408526638857037,0.1743992384,0.1439036757,0.1267279478,0.0245499182,1.2604913031821794,78364560929200.0,1282562372.0,18.5949414188,3.1065831526,2.4511763802,49.2751718556,814.3143646677948,19667.9106912268,2023-09-30,,,,29637865509.0,3208666226.0,25948826631933.0,19997640046912.0,1158808305410.0,2151252724958.0,249513441326.0,7477547024409.0,721912921326.0,6490318537843.0,417527325443.0,26518527793056.0,39992144550.0,,2224944168796.0,0.0,1122241373127.0,6412811860000.0,30423741652.0,409420367101.0,0.0,546683447591.0,37009422971.0,36558322971.0,373131633964.0,-10637821704.0,7504075941598.0,-89172067650.0,7414903873948.0,-5182137916658.0,2232765957290.0,-19396559741.0,76646778693.0,-1112062729381.0,1346632440433.0,4938700211.0,0.0,-6672787709.0,-1734087498.0,1344898352935.0,139716855089.0,220208535.0,-568375967342.0,10637821704.0,23997558912.0,274183147930.0,-86186450616.0,-11358693744.0,-19332309706.0,-238835162934.0,0.0,-2452040524.0,-5440139784201.0,4081013000000.0,0.0,1039439730675.0,-1257678823907.0,0.0334302389,0.9613746215,7.4732810856,3.346056737113579,38.8058346353,35.1714592433,77.32335061571358,9.4058020767,0.1235687748746431,0.3011186652243387,4470233894424.0,916250587517.0,3.9980821404,0.3684891734,3.6666264942,-86.13141045337076,17.4295410048,0.0,,0.0,238550176216.0,,0.0,0.0,,,,53.46,2023-12-01,-0.11107160106839661
SAB,2023,4,34056624839705,5039908030600,,,,,,,,,,,,,,2287392366503,,434314271916.0,,3969724119615,,,279064752080.0,,34056624839705,8571466944838,,,,,,,,25485157894867,,,,10217284050181,12825623720000,1272845884034.0,8580952917995,-0.1530795208608021,946647653441,-0.0926733170198678,,,,,,,,,,,,,,,-214018287934,,7003396827.0,1248929973773,,-344621238286,62210201436.0,966518936923,946647653441,,,1045687983874.0,,,-39676788414.0,463239019193.0,2652794619150.0,0.0,11631296729.0,2648377632985.0,2391612113327.0,-81715712.0,5039908030600.0,-16048282894.0,1964759124.0,0.0,0.0,-41626494215.0,0.3363317183,0.1557661183027062,1.9870501779282668,0.1111038311590348,0.1739125012,0.1455520585,0.1201839721,0.0267857143,1.3363317182572525,71823492832000.0,1282562372.0,17.4430261363,2.9664037371,2.3578551864,37.0211955977,738.0909296167937,18878.0776197861,2023-12-31,,,,19871283482.0,3208666226.0,26553405591714.0,17741052417665.0,1229401278553.0,2317504988808.0,225538876088.0,7503219247991.0,788417120457.0,8224608450196.0,346858494642.0,25485157894867.0,33281517536.0,,2393084700363.0,0.0,1122241373127.0,12825623720000.0,44800935324.0,530129396183.0,0.0,550304398466.0,35152681051.0,34701581051.0,346613696066.0,-7723006840.0,8580952917995.0,-60565784936.0,8520387133059.0,-6064659377808.0,2455727755251.0,-15528556143.0,32841390356.0,-1338740891061.0,1266895106535.0,7730992456.0,0.0,-25696125218.0,-17965132762.0,1248929973773.0,149590786325.0,5122967322.0,-372682147213.0,7723006840.0,-182558422029.0,-166417677523.0,-321120204067.0,36922877299.0,-14605050346.0,-410885829448.0,0.0,-3071960654.0,-3653163405000.0,5880431034247.0,0.0,1328403431730.0,-1275145640786.0,0.0342076054,0.8891013235,7.2314372313,4.89550305244966,39.8440814161,45.7984697616,90.53805423014968,9.1607081159,0.1059774118422967,0.2882178611019687,4381475067076.0,902968576256.0,3.2285312733,0.6127839472,2.9467543348,-116.91930292994536,16.2897325156,0.0,,0.0,170828414155.0,,0.0,0.0,,,,47.84,2024-04-01,0.04476071585773739
SAB,2024,1,32146520855709,3213098600682,,,,,,,,,,,,,,2243198942835,,434314271916.0,,3899751895568,,,276222158234.0,,32146520855709,5689664383909,,,,,,,,26456856471800,,,,11184361337659,12825623720000,1273502549571.0,7243134635043,0.1607324406882775,997268619176,0.0309776073450935,,,,,,,,,,,,,,,-208549883706,,-317207279.0,1302893108698,,-235304820116,-43866652439.0,1023721636143,997268619176,,,1187154750956.0,,,-171349444233.0,301175070121.0,-292355273750.0,0.0,-1911044534290.0,-1826850110746.0,5039908030600.0,40680828.0,3213098600682.0,376549697294.0,0.0,0.0,0.0,-1941831952929.0,0.2150544374,0.1474004252819941,2.062812464281464,0.1388274531889528,0.1678767332,0.1467433501,0.1244802521,0.0,1.2150544373997545,71823492832000.0,1282562372.0,17.3170062984,2.8520225326,2.2851204169,22.5340482962,777.5595487187737,19635.1884883061,2024-03-31,,,,26453016967.0,3208666226.0,24868688794432.0,18202453317303.0,1044442604668.0,2193114405334.0,215579866445.0,7277832061277.0,711443565128.0,5344983823852.0,344680560057.0,26456856471800.0,31436351846.0,,2269041546330.0,0.0,1122241373127.0,12825623720000.0,40712130033.0,560984397640.0,0.0,519418852780.0,35199499051.0,34748399051.0,278656181876.0,-8798792489.0,7243134635043.0,-59623043725.0,7183511591318.0,-5083293361314.0,2100218230004.0,-8590131912.0,-11365617585.0,-841980122799.0,1308388655878.0,860274298.0,0.0,-6355821478.0,-5495547180.0,1302893108698.0,137634982540.0,678925084.0,-262533850576.0,8798792489.0,158888380475.0,124245211930.0,-758271867681.0,48843428329.0,-19255749007.0,-362349512520.0,0.0,-2704945188.0,-3337829912303.0,2915649012665.0,0.0,1128776452301.0,-1097989033662.0,0.0340883564,0.943331167,7.7637261438,3.9924443579700823,38.6912013817,33.9086581846,76.59230392427008,9.4336693348,0.1461246648182003,0.2923665122977356,4556675685370.0,1049688223499.0,4.6527154457,0.601142811,4.2424028091,-119.29912255702024,15.4971143948,0.0,,0.0,170443177736.0,,0.0,0.0,,,,50.03,2024-06-03,-0.004407058414921638
SAB,2024,2,34153648268028,6034105422392,,,,,,,,,,,,,,1829465906074,,434314271916.0,,3772602511828,,,273379564388.0,,34153648268028,9023944917056,,,,,,,,25129703350972,,,,9823058178315,12825623720000,1282332938014.0,8135104562722,-0.0294079295776438,1248288726219,0.076812205720575,,,,,,,,,,,,,,,-176489145552,,1747114332.0,1634270656484,,-300336107111,-15013044550.0,1318921504823,1248288726219,,,1490689625371.0,,,-16385158319.0,389918323185.0,1248223364674.0,0.0,-168219432263.0,2821359588239.0,3213098600682.0,-352766529.0,6034105422392.0,1741355655828.0,820499000.0,0.0,0.0,-63332013624.0,0.3590947649,0.1501252306538699,1.9593357718568716,0.154371084259769,0.1721005214,0.1642566106,0.1266710615,0.0,1.3590947649092309,73362567678400.0,1282562372.0,17.3163210851,3.0763378271,2.3509809183,23.7406067855,973.277209335594,18593.5366057644,2024-06-30,,,,70632778604.0,3208666226.0,27431927836484.0,17324383616495.0,1487774094506.0,2350871616141.0,234793086950.0,6721720431544.0,680708038374.0,8668920290705.0,355024626351.0,25129703350972.0,47135218856.0,,2422099526527.0,0.0,1122241373127.0,12825623720000.0,69149033947.0,456125146624.0,0.0,499330788245.0,35027019051.0,34575919051.0,266344194542.0,-7599673429.0,8135104562722.0,-48818635505.0,8086285927217.0,-5645843203726.0,2440442723491.0,-8220884069.0,27875972006.0,-902281014716.0,1647671845702.0,7045833707.0,0.0,-20447022925.0,-13401189218.0,1634270656484.0,136844272972.0,-154644532.0,-273107092893.0,7599673429.0,-84671291806.0,-156483296530.0,850245767568.0,-21702549654.0,2746138237.0,-223665292526.0,0.0,-115803444832.0,-4009691474192.0,4883561175000.0,0.0,869011460906.0,-973898879545.0,0.0316878415,0.9330049237,7.9303183257,4.276929444813673,38.6541824634,34.0641208987,76.99523280691366,9.442703913,0.1683928289797238,0.3018002016570925,4794366847421.0,1361672563223.0,3.1643995926,0.6960619339,2.8932156923,-179.17514166160362,14.4413252051,0.0,,0.0,170090455484.0,,0.0,0.0,,,,49.81,2024-09-04,-0.017620709070666467
SAB,2024,3,32233951493396,5428443756883,,,,,,,,,,,,,,3411103554607,,411229271916.0,,3671164839985,,,270536970542.0,,32233951493396,6012261617310,,,,,,,,26221689876086,,,,10914183193947,12825623720000,1285029411536.0,7737388215882,0.0310914063370094,1119097179306,0.0715124236220344,,,,,,,,,,,,,,,-224468201063,,5765318745.0,1471058114393,,-295901232943,-13797158364.0,1161359723086,1119097179306,,,1318497849365.0,,,-49729572730.0,430854026835.0,726292210277.0,0.0,-2928740802528.0,-605602211429.0,6034105422392.0,-59454080.0,5428443756883.0,1596846380822.0,2309398912.0,0.0,0.0,-2598340802528.0,0.2292858182,0.1400048912687765,2.044476779339508,0.1459036941315519,0.1756494395,0.1697076836,0.1300634419,0.0366972477,1.2292858181803583,69899649274000.0,1282562372.0,16.2131176117,2.8030878222,2.221837181,18.8984194594,872.5479584754261,19442.8442693702,2024-09-30,,,,42262543780.0,3208666226.0,24070634490878.0,15361135259235.0,1304622708914.0,1766584936155.0,209847829691.0,8163317002518.0,655573066221.0,5662214040005.0,350047577305.0,26221689876086.0,56894040231.0,,1837489441053.0,0.0,1122249449316.0,12825623720000.0,63768701184.0,125754245692.0,0.0,489592853041.0,35308519051.0,34857419051.0,253590755449.0,-6169631263.0,7737388215882.0,-67279614677.0,7670108601205.0,-5391899712720.0,2278208888485.0,-12464565152.0,50860754308.0,-867894877500.0,1477832754527.0,4485921047.0,0.0,-11260561181.0,-6774640134.0,1471058114394.0,137109733409.0,-256959627.0,-317858343240.0,6169631263.0,90623403814.0,583329558668.0,-313205197291.0,36920102089.0,-6303549950.0,-110396456616.0,0.0,-2619329257.0,-8295412642740.0,8638271000000.0,0.0,463400000000.0,-793800000000.0,0.0177447169,0.9490946942,8.217800109,4.2920670177216715,36.6951086836,32.4066993421,73.39387504342167,9.9468297845,0.1546061303142043,0.2970243326316247,5061354948146.0,1185845809922.0,4.2510993616,0.9587139798,3.939103926,-192.206917945592,13.0502130279,0.0,,0.0,169771108778.0,,0.0,0.0,,,,48.94,2024-12-02,-0.09465653160718146
SAB,2024,4,33439406364651,4477501667326,,,,,,,,,,,,,,3672561077153,,410929271916.0,,3593253846771,,,268304664076.0,,33439406364651,9002313181979,,,,,,,,24437093182672,,,,9217801321446,12825623720000,1154973247501.0,9048632840427,0.0545020963174421,965458506669,0.0198710187043973,,,,,,,,,,,,,,,-229906607275,,-2880156765.0,1239136748590,,-314714975240,66348789509.0,990770562859,965458506669,,,983714004500.0,,,-58554102756.0,265176262909.0,-1663275915879.0,0.0,64554541117.0,-950963540166.0,5428443756883.0,21450609.0,4477501667326.0,647757834596.0,394940540.0,-954279098706.0,0.0,-55045458883.0,0.3683872347,0.1470409684126803,1.905333706661402,0.108083658336539,0.1823419232,0.1785466048,0.1283071894,0.0410677618,1.3683872347126136,62460787516400.0,1282562372.0,14.4247475906,2.6827792181,1.9597128942,14.3176276258,752.7575482847551,18152.8169260614,2024-12-31,,,,25312056190.0,3208666226.0,25066732804106.0,16566239177101.0,1818472380110.0,1978543927286.0,225975652283.0,8372673560545.0,682574707770.0,8657140531800.0,345172650179.0,24437093182672.0,48390695221.0,,2042852750470.0,0.0,1181709861073.0,12825623720000.0,94511172026.0,245383983749.0,0.0,455034726932.0,34416343693.0,33965243693.0,268487039624.0,-4881451450.0,9048632840427.0,-116121473511.0,8932511366916.0,-6433184640631.0,2499326726285.0,4487618119.0,130073647925.0,-1429400492822.0,1243067931856.0,15921152086.0,0.0,-19852335352.0,-3931183266.0,1239136748590.0,137294637834.0,313413067.0,-395032089676.0,4881451450.0,-151118396316.0,-205631922636.0,430142056077.0,59115420457.0,-4809448566.0,-460330451687.0,0.0,-3323427233.0,-4743201147866.0,3827187230000.0,0.0,472886513161.0,-353286513161.0,0.0239092613,0.9444234548,8.4285363856,5.224391550555051,35.893883797,41.4195117628,82.53778711035505,10.1688633658,0.0940407005021278,0.2798011246357816,4986109849588.0,840019626188.0,2.8954979663,0.5172033018,2.6669532269,-172.0839866568785,11.7552361046,0.0,,0.0,169444430406.0,,0.0,0.0,,,,44.52,2025-04-01,-0.0040513222191786895
SAB,2025,1,31618755634986,3998216920843,,,,,,,,,,,,,,2032111891602,,362429271916.0,,4576716223425,,,248722388842.0,,31618755634986,6012710111842,,,,,,,,25606045523144,,,,9974658766508,12825623720000,1541257926015.0,5899500354875,-0.1855045291671598,793113384493,-0.2047143876357852,,,,,,,,,,,,,,,-247276682656,,-1975993056.0,1022209928640,,-143258083584,-79316607744.0,799635237312,793113384493,,,999558478897.0,,,-68710471141.0,432826201906.0,2268609844705.0,0.0,-2622882185316.0,-479287683212.0,4477501667326.0,2936729.0,3998216920843.0,-125015342601.0,123500000.0,140774646548.0,0.0,-2562059987197.0,0.2348160362,0.1787357684453204,1.9964756554657448,0.1364912102227185,0.1716807457,0.1604728084,0.1255562063,0.0,1.234816036174247,61562993856000.0,1282562372.0,14.9208976169,2.5582188751,2.0184830012,15.9450604377,618.3819218524524,18763.0544311096,2025-03-31,,,,6521852819.0,3408784538.0,23595997493910.0,16263953545620.0,889683095932.0,2215700673157.0,228443258358.0,8022758141076.0,1013355971758.0,5547243699255.0,465466412587.0,25606045523144.0,49568980899.0,,2278205215696.0,0.0,1183429056260.0,12825623720000.0,64826924326.0,481748911003.0,0.0,806521017049.0,34792783693.0,34341683693.0,243085541738.0,-10901060239.0,5899500354875.0,-88771713823.0,5810728641052.0,-3938664433825.0,1872064207227.0,-91111026238.0,52888632292.0,-798819252172.0,1030831420191.0,1250245672.0,0.0,-9871737223.0,-8621491551.0,1022209928640.0,177369747574.0,63728979.0,-209009993479.0,10901060239.0,346845984666.0,53199968455.0,-1197123423024.0,36082544137.0,-12450176858.0,-348023474471.0,0.0,-3105244403.0,-1542419034801.0,3306015002193.0,0.0,774373572761.0,-835195770880.0,0.0320161835,0.9281283513,7.8135384789,5.029792148445294,36.5716466263,33.651882294,75.2533210687453,9.9804092424,0.1421453871660169,0.322173744958786,4802124663521.0,825968272399.0,4.2536435702,0.7207573955,3.8542198576,-75.76953564975159,12.4438279782,0.0,,0.0,169029470625.0,,0.0,0.0,,,,44.34,2025-06-02,0.002477757771748122
SAB,2025,2,33196779117344,6502903596185,,,,,,,,,,,,,,2265736649423,,362429271916.0,,4421102059846,,,246030762733.0,,33196779117344,10322437517835,,,,,,,,22874341599509,,,,7275878980244,12825623720000,1499755244972.0,6867333006980,-0.1558396141029814,1207496669486,-0.0326783827140352,,,,,,,,,,,,,,,-239298328912,,8298283269.0,1561500118324,,-289648060008,-21175769550.0,1250676288766,1207496669486,,,1468130172055.0,,,-43748833316.0,211758238898.0,538520041627.0,0.0,-351210848871.0,2504679692405.0,3998216920843.0,6982937.0,6502903596185.0,2317370499649.0,934389730.0,-155654970568.0,146777742691.0,-52040636576.0,0.4512670878,0.1932777842200669,1.7834876571218323,0.1774599268093029,0.1744713322,0.1784306991,0.1252264667,0.0,1.4512670877511322,58228331688800.0,1282562372.0,14.2536032551,2.7241851947,1.9929140802,13.1234764172,941.4720842020772,16665.5336388872,2025-06-30,,,,43179619280.0,3408784538.0,25102973272497.0,15682490071428.0,1066459100621.0,1664304566153.0,186815938110.0,8093805844847.0,986051807918.0,9852424610880.0,470012906955.0,22874341599509.0,54695541752.0,,1727426070580.0,0.0,1186744293943.0,12825623720000.0,69000173338.0,182609401416.0,332891966559.0,460455006656.0,34680790051.0,34229690051.0,255243028080.0,-8765781329.0,6867333006980.0,-62998692205.0,6804334314775.0,-4356268929121.0,2448065385654.0,-15117680647.0,33710120832.0,-916441248237.0,1566161276770.0,4927803618.0,0.0,-9588962064.0,-4661158446.0,1561500118324.0,175942761359.0,-94128164.0,-199683890938.0,8765781329.0,-114223971511.0,544945665559.0,606611618199.0,30784344582.0,-9232294713.0,-78041945540.0,0.0,-131603088982.0,-1926250000000.0,2304703474192.0,0.0,641310658043.0,-940480870338.0,0.0227285883,0.8956373938,7.1866331742,6.155534791584247,35.765131522,33.3861211215,75.30678743508423,10.2054706488,0.1899268537847752,0.3597802918557728,4771876397190.0,1292325808505.0,2.5478980316,0.6600307897,2.3789746821,-147.4284789913221,11.2275411861,0.0,,0.0,168646045663.0,,0.0,0.0,,,,44.45,2025-09-03,0.055782639750144844
