ticker,yearReport,lengthReport,TOTAL ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Long-term investments (Bn. VND),Investments in associate companies,Other long-term assets (Bn. VND),Less: Provision for diminuation in value of long term investments,Fixed assets (Bn. VND),Tangible fixed assets,Intagible fixed assets,Investment in properties,Other Assets,TOTAL RESOURCES (Bn. VND),LIABILITIES (Bn. VND),Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,OWNER'S EQUITY(Bn.VND),Capital,Reserves,Foreign Currency Difference reserve,Undistributed earnings (Bn. VND),Paid-in capital (Bn. VND),MINORITY INTERESTS,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Attributable to parent company,EPS_basis,Profits from other activities,Operating profit before changes in working capital,Net Cash Flows from Operating Activities before BIT,Payment from reserves,Purchase of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Net cash inflows/outflows from operating activities,Proceeds from disposal of fixed assets,Investment in other entities,Proceeds from divestment in other entities,Dividends paid,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Quarter_Time,Investment in joint ventures,Leased assets,Difference upon Assets Revaluation,Minority Interest,Other Reserves,CURRENT ASSETS (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Other non-current assets,Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),Capital and reserves (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,Operating Profit/Loss,Other income,Net income from associated companies,Other Income/Expenses,Net other income/expenses,Net Profit/Loss before tax,Depreciation and Amortisation,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Payments for share repurchases,Proceeds from borrowings,Repayment of borrowings,(ST+LT borrowings)/Equity,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,EV/EBITDA,Long-term loans receivables (Bn. VND),Goodwill,Budget sources and other funds,Long-term borrowings (Bn. VND),Finance lease principal payments,Interest income and dividends,Profit/Loss from disposal of fixed assets,Convertible bonds (Bn. VND),_Increase/Decrease in receivables,_Increase/Decrease in payables,adj_close_q,actual_price_date,y_return
FPT,2024,2,65286245628524,6836262549195,,,,,,,,,,,,,,3095902850581,,2957192860629.0,,14177576187762,,,,,65286245628524,32549802380215,,,,,,,,32736443248309,,,,9178029915429,14604480660000,5250105319906.0,15245892288520,0.221184173033548,1875158768537,0.2424691900141332,,,,,,,,,,,,,,,-1712658095576,,14203632656.0,2668968551824,,-561248620389,179993203349.0,2287713134784,1875158768537,,,3000873565027.0,,,-912958599267.0,607154928052.0,-2019172146908.0,0.0,-1213567970069.0,496137431521.0,6341457504996.0,-1332387322.0,6836262549195.0,3728877548498.0,1618261988.0,-10808869438.0,0.0,-1269151045384.0,0.9942986822,0.4330823626813625,1.9217086236241805,0.1229997323336926,0.2774659628,0.1887322535,0.1143697508,0.0,1.9942986821543711,200957653881600.0,1460448066.0,28.1416643471,7.31191482,3.4773588368,18.6931921964,1283.9612802342538,18818.5999682121,2024-06-30,,,,412554366247.0,1928079706361.0,40835231143696.0,19916062543669.0,10992515047452.0,1883517781683.0,1206873221697.0,24451014484828.0,5386582674862.0,31353291224627.0,1196511155588.0,32733693248309.0,599121868182.0,18634400000.0,2020867809584.0,0.0,1689800219262.0,14604480660000.0,773964458511.0,16024050830233.0,1479792163477.0,3317231255111.0,367722195710.0,315647881073.0,569292544523.0,-150125422101.0,15245892288520.0,-665872500.0,15245226416020.0,-9593869093122.0,5651357322898.0,-337927906368.0,58601427292.0,-1588212329172.0,2640452963597.0,27511312610.0,0.0,1004275617.0,28515588227.0,2668968551824.0,630349712236.0,-42817780646.0,-419955973144.0,150125422101.0,-926810872792.0,-24269860464.0,2031571606019.0,19707673468.0,-124408944051.0,-233770928124.0,0.0,-14014690585.0,-11804030293743.0,10099852425500.0,0.0,7228633945893.0,-7172714473158.0,0.5187197449000001,0.9255746359,4.2108340225,59.487799010561446,19.6349645861,29.7731936788,108.89595727546144,18.5892874112,0.1541785496658849,0.3706968442895303,11774915228161.0,2350486898150.0,1.3024224746,0.2180397107,1.2423484694,-15.656821244896555,18.3333839464,298168000.0,0.0,2750000000.0,478494331122.0,-336397420.0,,,,,,112.71,2024-09-04,0.07377837426016468
FPT,2024,3,67581587131382,7935632407357,,,,,,,,,,,,,,3214141461080,,3127281986657.0,,14439270982491,,,,,67581587131382,32217402904957,,,,,,,,35364184226425,,,,11263802921306,14604480660000,5671387531825.0,15972397069700,0.1606301547085316,2088852212408,0.2009450594908114,,,,,,,,,,,,,,,-1807957864952,,184625096550.0,2908620633374,,-441224951554,11201940680.0,2478597622500,2088852212408,,,3591627938813.0,,,-876954143250.0,364420147044.0,-127308736159.0,57131819874.0,-1972318909327.0,1136317151500.0,6836262549195.0,-36947293338.0,7935632407357.0,3235944796986.0,1616251625.0,-94349648464.0,0.0,-18119086577.0,0.911017845,0.4083021084281542,2.0759633928424885,0.1313510425849962,0.2748693607,0.1957884492,0.1173968493,0.0068917988,1.9110178450230828,213452138453300.0,1471069183.0,28.3455340663,7.1637230226,3.5616083847,20.6491642472,1419.955116011699,20254.8311180277,2024-09-30,,,,389745410092.0,1928079706361.0,42605105704316.0,19442595123064.0,11875150699489.0,2059110974322.0,1292616500084.0,24976481427066.0,5501511121171.0,30969636903539.0,1247766001418.0,35361434226425.0,566097011978.0,33543915000.0,2193960954794.0,0.0,1785871347912.0,14604480660000.0,561493915003.0,14167809581083.0,1434724678776.0,3447179472476.0,398299567069.0,346824501151.0,326689006856.0,-128825950601.0,15972397069700.0,-69575353943.0,15902821715757.0,-9743866051351.0,6158955664406.0,-308178806879.0,142580948775.0,-1563862943636.0,2948226004570.0,34674999189.0,0.0,-74280370385.0,-39605371196.0,2908620633374.0,644267304242.0,181991482518.0,-456702528472.0,128825950601.0,-1241612260855.0,-173093145210.0,1662964903692.0,-166500663328.0,-198428414709.0,-228190332417.0,0.0,-10823229000.0,-8247959851394.0,8725918508280.0,0.0,7449918727586.0,-9459849670403.0,0.4276736162,0.9392979015,4.2751400198,60.21408773214811,19.5840872209,29.8434649459,109.6416398989481,18.6375803929,0.175260397534132,0.3872869717393309,12360099630987.0,2787134855818.0,1.37570569,0.2562391168,1.3092176333,-21.63488678185903,18.2712089212,897416719.0,0.0,2750000000.0,478259485405.0,-1400699807.0,,,,,,121.34,2024-12-02,-0.16551938327305263
FPT,2024,4,71999995678620,9315440438884,,,,,,,,,,,,,,3318095237260,,3393737969842.0,,14816131186204,,,,,71999995678620,36272455573820,,,,,,,,35727540104800,,,,11030528671431,14710691830000,5933309621004.0,17651065378939,0.2010953789530203,2094725967705,0.2119451600120687,,,,,,,,,,,,,,,-1729950878232,,869017513957.0,2958495178069,,-530698618727,73049924176.0,2500846483518,2094725967705,,,4024558431831.0,,,-838077306200.0,274299454911.0,-3103355695781.0,106211170000.0,-981164416268.0,1312036086513.0,7935632407357.0,67771945014.0,9315440438884.0,5396556198562.0,697620442.0,-267882879016.0,48102486048.0,-1469515337775.0,1.0152519728,0.4146977693606577,2.097293264252812,0.1189656771098672,0.2869088635,0.2073679279,0.1187874226,0.0086206897,2.015251972775668,170644025228000.0,1471069183.0,21.5982124469,5.7279471331,2.7151519292,14.4989209564,1423.947963774998,20251.5835611764,2024-12-31,,,,406120515813.0,1929012703454.0,45535942846453.0,21785213686808.0,11381523992803.0,1856756949030.0,1197007778928.0,26464052832167.0,5438413518284.0,34836184067740.0,1436271506080.0,35724790104800.0,610379845664.0,9808117590.0,1990224486513.0,0.0,2033289141535.0,14710691830000.0,562066755666.0,14446238451323.0,1097458206678.0,3765187625417.0,381508926294.0,331646166008.0,582674583940.0,-134854268998.0,17651065378939.0,-43247573048.0,17607817805891.0,-11230248103366.0,6377569702525.0,-831375395433.0,116894742188.0,-1594938073232.0,2920874681756.0,68481380356.0,0.0,-30860884043.0,37620496313.0,2958495178069.0,643307118661.0,-70305066169.0,-510810581685.0,134854268998.0,422213671904.0,203736468281.0,1178663906552.0,-179916896052.0,-124205428778.0,-114629531066.0,0.0,-13864424110.0,-12927219472332.0,10606724400366.0,0.0,5780557256676.0,-5398194818783.0,0.4323966744,0.9502185216,4.4167392296,56.89888947578124,17.3183367531,32.7558835349,106.97310976378122,21.0759269324,0.1733707597791972,0.3622010275680654,13043646259024.0,3052680751061.0,1.307144972,0.2674070277,1.2538453067,-22.636886275407964,14.0318010612,2509722351.0,0.0,2750000000.0,501115537075.0,-222686386.0,,,,,,102.83,2025-04-01,-0.037250468256160435
FPT,2025,1,73997673121789,6755645214252,,,,,,,,,,,,,,3526503466795,,3422494535673.0,,15548353983782,,,,,73997673121789,36101018424847,,,,,,,,37896654696942,,,,13205526456323,14710691830000,5822598933827.0,16064980391264,0.1399021774805598,2174301386525,0.2092681113708482,,,,,,,,,,,,,,,-1877437056836,,85128981266.0,3024693510849,,-377287599563,-51848430977.0,2595557480309,2174301386525,,,3344250339399.0,,,-2607427905351.0,279282736376.0,-4397389001760.0,0.0,4273045645176.0,-2631247078985.0,9315440438884.0,71451854353.0,6755645214252.0,-2506903722401.0,3212123070.0,-94356673179.0,5739731680.0,-9557000.0,0.952617552,0.4102830212355563,2.2246255521782463,0.1354018123465238,0.2766305486,0.1885414411,0.1180933215,0.0,1.952617551959279,188277058506200.0,1481330122.0,22.6533323232,5.8518541374,2.9048822557,18.9259962415,1467.8033979282034,21719.6117700461,2025-03-31,,,,421256093784.0,1929012703454.0,46075510989597.0,23768377985785.0,11997831491115.0,2107939084995.0,1445717213450.0,27922162132192.0,5600891937741.0,33917117422503.0,2183901002344.0,37893904696942.0,654479702711.0,9757907901.0,2238873166859.0,0.0,2071074307101.0,14710691830000.0,601277867861.0,18320209599285.0,1066102117874.0,3785638253320.0,482857117398.0,433719282180.0,573331893191.0,-152389538333.0,16064980391264.0,-6839448804.0,16058140942460.0,-9756793038194.0,6301347904266.0,-311343769364.0,136730336838.0,-1828785929282.0,2993843378813.0,39212521539.0,0.0,-8362389503.0,30850132036.0,3024693510849.0,644023121646.0,-71839057689.0,-490145755006.0,152389538333.0,-595412339418.0,-248648680346.0,-3168677797967.0,-205624354170.0,-161803237457.0,-1286964186262.0,0.0,-184023466180.0,-10159337998571.0,8175498984215.0,0.0,12175546656648.0,-7902260870560.0,0.5355504839,0.929681248,4.3955607178,59.83688507228233,19.1075650403,31.6339181692,110.57836828178232,19.1023816604,0.1616080545965393,0.3924083072159582,13347374679962.0,2595124918148.0,1.3584736703,0.1991809955,1.2963239581,-17.029547740194346,15.482587989,3234647419.0,0.0,2750000000.0,987681080191.0,-230583912.0,,,,,,99.07,2025-06-02,0.030517750234559087
FPT,2025,2,81266075455371,10019630995136,,,,,,,,,,,,,,3814048381835,,3489039064306.0,,16736349598106,,,,,81266075455371,41393292129716,,,,,,,,39872783325655,,,,13754755729692,14813301220000,6569531877020.0,16658335760739,0.0926441985479954,2257462588123,0.2038781067505412,,,,,,,,,,,,,,,-1913677311579,,57938863082.0,3141032584460,,-463961750401,63200566619.0,2740271400678,2257462588123,,,3323397798634.0,,,-687830960368.0,817639763306.0,-2836602767575.0,1196229390000.0,1981787361553.0,3335661594708.0,6755645214252.0,-71675813824.0,10019630995136.0,4190477000730.0,810291524.0,-131294469705.0,17433745902.0,-2865470362188.0,1.0381340021,0.4197436998920884,2.340629095946996,0.1357895671752239,0.2759904883,0.1709117398,0.1168794787,0.0,2.0381340021247696,157404057980400.0,1703507121.0,18.1449151761,4.7267774097,2.3779385201,15.1535020455,1325.1852958488455,19548.202081531,2025-06-30,,,,482808812555.0,3445303270339.0,52711179992741.0,26619399709978.0,12525313635530.0,2074111218172.0,1472724433925.0,28554895462630.0,5696418377281.0,37683199470884.0,3710092658832.0,39870033325655.0,806039137690.0,10069852326.0,2157814116939.0,0.0,1153142943064.0,14813301220000.0,832680973164.0,20297311111107.0,1157563156639.0,3961673550929.0,602496864928.0,555386499326.0,1237012067887.0,-216761295705.0,16658335760739.0,-33622720672.0,16624713040067.0,-10603672997092.0,6021040042975.0,-531385256080.0,106714935715.0,-1790295896888.0,3129408582030.0,28751046396.0,0.0,-17127043966.0,11624002430.0,3141032584460.0,721965579781.0,-64717262394.0,-749583262000.0,216761295705.0,-307854255428.0,33156557092.0,1937186010413.0,-232106924674.0,-177254861198.0,-241660887432.0,0.0,-144386436677.0,-17090346868606.0,14236985730372.0,0.0,11552806194767.0,-7901515047258.0,0.6464694155,0.8980097218,4.3024621227,59.78375424683048,18.9430891173,30.4935602677,109.22040363183048,19.2682406623,0.1393748468875022,0.3621740735291954,13405570483865.0,2317066834508.0,1.3987978922,0.2658911965,1.3437571513,-10.689485994129685,13.2027862668,5262117035.0,0.0,2750000000.0,2739611909827.0,-262813768.0,,,,,,102.14,2025-09-03,-0.05576568000102558
FPT,2025,3,82738304930449,9853512731370,,,,,,,,,,,,,,3982982376038,,3467604969734.0,,16990519914677,,,,,82738304930449,39907781019976,,,,,,,,42830523910473,,,,13905342142939,17035071210000,7039652215035.0,17225507121683,0.0784547270215425,2434841434732,0.1656360465660461,,,,,,,,,,,,,,,-1647276732839,,47498611636.0,3374738598090,,-589553627034,116360781594.0,2901545752650,2434841434732,,,3830670228989.0,,,-830371040007.0,340788225860.0,-1097259863860.0,3000000.0,-3402360894241.0,-155600697322.0,10019630995136.0,-10517566444.0,9853512731370.0,4344020060779.0,2509745476.0,-69458442668.0,0.0,-6194605275.0,0.9317602816,0.3966918534592673,2.514255642520029,0.1415233474298126,0.2737069795,0.1749465468,0.1156293179,0.0100200401,1.9317602816018244,170010010675800.0,1703507121.0,18.9000319087,4.7504591641,2.5188462035,14.8255630244,1429.310981278839,21008.4955056892,2025-09-30,,,,466704317918.0,3499547369952.0,53632976863548.0,27125585559832.0,13077014449004.0,2050315910017.0,1526548213325.0,29105328066901.0,5915455046818.0,36285959995924.0,3621821024052.0,42827773910473.0,801251699142.0,45227471491.0,2134346913983.0,0.0,1237865469600.0,17035071210000.0,889386954751.0,16906417104678.0,1175980649927.0,4112639286448.0,624504027254.0,576978545154.0,613110473502.0,-233582914481.0,17225507121683.0,-20985896381.0,17204521225302.0,-10685654746292.0,6518866479010.0,-352575079871.0,130833425587.0,-1916582832643.0,3346375732746.0,34839399621.0,0.0,-6476534277.0,28362865344.0,3374738598090.0,734178712672.0,29175508927.0,-588504116817.0,233582914481.0,-532628876071.0,23467202956.0,1915125309361.0,-155675161774.0,-244250547102.0,-452247490721.0,0.0,-40440604859.0,-10246875400883.0,9706147048362.0,0.0,7824889714007.0,-11220806613192.0,0.5199396579,0.8708999594,4.21243666,59.51590703913722,18.3924228937,29.5794525008,107.48778243363722,19.845128731,0.1717575790009308,0.3789042655498582,13663353950005.0,2955006913528.0,1.4780641568,0.2715516616,1.4215597702,-12.65078364183338,13.6704357781,4847000537.0,0.0,2750000000.0,2681435422290.0,-252389781.0,,,,,,96.6,2025-12-01,
FPT,2025,4,88141991634625,10522105729992,,,,,,,,,,,,,,4737863994182,,3823762975906.0,,17288541848861,,,,,88141991634625,44393950887086,,,,,,,,43748040747539,,,,14302416791936,17035071210000,7265096802767.0,20258865670867,0.1477418068509105,2509522220120,0.1980193394315221,,,,,,,,,,,,,,,-1898934296550,,460839826670.0,3503168140397,,-486195215444,-22008107857.0,2994964817096,2509522220120,,,4317042204916.0,,,-972289444130.0,563048466611.0,-3293491958434.0,2794778.0,-51149242956.0,763809375413.0,9853512731370.0,-95216376791.0,10522105729992.0,4108450576803.0,782056649.0,-415590467225.0,358779074.0,-1702079053200.0,1.0147643215,0.3951843683384506,2.5681161063687155,0.1240774486308612,0.2829368545,0.1695199693,0.1170976805,0.0134048257,2.014764321521835,127081631226600.0,1703507121.0,13.5253375376,3.4835788269,1.8125304614,12.5113201992,1473.150413745761,21414.7587028326,2025-12-31,,,,485442596976.0,3499547369952.0,58137438254908.0,29630986737440.0,14402017450105.0,2193769802339.0,1388558535032.0,30004553379717.0,5808727466506.0,41524928721230.0,2869022165856.0,43745290747539.0,952737932722.0,9195910819.0,2277393610177.0,0.0,1575367587172.0,17035071210000.0,734726007595.0,19169697497955.0,1015730266161.0,4200230383066.0,611435814893.0,564342065270.0,553701922193.0,-207025852637.0,20258865670867.0,-33415777986.0,20225449892881.0,-13178174806719.0,7047275086162.0,-476744596151.0,283746137174.0,-2026995981641.0,3482048271187.0,40089602924.0,0.0,-18969733714.0,21119869210.0,3503168140398.0,814010946633.0,79604350765.0,-747606912187.0,207025852637.0,-1438926498554.0,-143046696194.0,1872793733609.0,-2198043771.0,-229165608776.0,-257197692890.0,0.0,-10850821537.0,-19515962555746.0,17046161206333.0,0.0,11517570319652.0,-9866402296591.0,0.5252184346,0.8756332587,4.3677644699,60.57480341105619,17.6111409415,34.0905697478,112.2765141003562,20.7255169447,0.1543275835396698,0.3484360112376297,13902721834887.0,3121344807971.0,1.400061121,0.2533925055,1.3472309327,-15.0770774191375,10.3472992516,5278733014.0,0.0,2750000000.0,1903789988184.0,-241007595.0,,,,,,,,
GAS,2021,1,68626315339644,6457577994501,,,,,,,,,,,,,,392296079925,,35000000000.0,,19092950251135,,,22150570174.0,,68626315339644,17049736415072,,,,,,,,51576578924572,,,,12080348068918,19139500000000,1089278589704.0,17570501884541,0.0278790407148837,2029677573680,-0.1300292021230522,,,,,,,,,,,,,,,-353141885879,,-535743765.0,2637241653121,,-578969370943,-833114468.0,2057439167710,2029677573680,,,3213722375284.0,,,-1812372847872.0,259506505106.0,-1422143983390.0,0.0,1267692108728.0,1220231445671.0,5237246729402.0,99819428.0,6457577994501.0,1374683320333.0,209823959323.0,0.0,0.0,0.0,0.3305712936,0.3701864421651041,2.1374907950869075,0.1155162233198029,0.1484560659,0.1495538378,0.1152620284,0.0,1.3305712936099607,168427600000000.0,1913950000.0,22.431872868,3.3360389421,2.6061666343,25.3088496706,1060.4653066590035,26378.5889573228,2021-03-31,,,,27761594030.0,196658562648.0,44230493070827.0,21594237927459.0,13439321385786.0,1977431082943.0,761924680138.0,24395822268817.0,1039341769295.0,11785544853231.0,5264191561841.0,51576578924572.0,447154556759.0,,2044004999575.0,0.0,18853826843892.0,19139500000000.0,137839635730.0,965580000000.0,7971024682.0,981394979085.0,92233373556.0,164536574936.0,263141362020.0,-52814030559.0,17570501884541.0,-3859680.0,17570498024861.0,-14301032879540.0,3269465145321.0,-55772781462.0,-998758126.0,-534099757168.0,2588593324706.0,73028891856.0,0.0,-24380563441.0,48648328415.0,2637241653121.0,791067632562.0,-5772363790.0,-261092833403.0,52814030559.0,-2740780085818.0,-315526359383.0,1775794239236.0,-25705800531.0,-44235436822.0,-461315925080.0,89253311602.0,-116522998155.0,-10419101599947.0,10340000000000.0,0.0,1423792108728.0,-156100000000.0,0.1459346252,0.9920866662,3.8257129909,32.85526337774228,12.4327913451,16.8565346953,62.14458941814228,29.3578481186,0.1355808753345138,0.1860769763438088,11053831007943.0,2382223502274.0,3.7529442738,0.5479235856,3.5851598305,-45.10588336205003,15.1355213258,,0.0,0.0,3280614357698.0,0.0,,,,,,54.41,2021-06-01,0.08808290953662774
GAS,2021,2,74826437216601,5947560639666,,,,,,,,,,,,,,373751442755,,35000000000.0,,19330095576422,,,21943368814.0,,74826437216601,26981135438345,,,,,,,,47845301778256,,,,6156899737283,19139500000000,1081436938675.0,22701649357883,0.4558005690146641,2261954210790,0.2757380524733125,,,,,,,,,,,,,,,-437742023739,,243113266799.0,2932827367629,,-619785487513,-11657623229.0,2301384256887,2261954210790,,,3906937994091.0,,,-1135169668157.0,14561724656.0,-5078802789386.0,0.0,1396567808876.0,-507996234644.0,6457577994501.0,-2021120191.0,5947560639666.0,3174238745866.0,0.0,0.0,0.0,-35100000.0,0.5639244489,0.4040124078641896,1.98285528570517,0.0996383380821154,0.1626922636,0.1737397763,0.1192529742,0.0,1.5639244489122854,212448450000000.0,1913950000.0,26.5650071891,4.5430045341,2.9616027427,33.0597496849,1181.825131685781,24433.1695392152,2021-06-30,,,,39430046097.0,196658562648.0,50213422327082.0,25650532773344.0,15328324085809.0,1990374242842.0,1296630585421.0,24613014889519.0,1207346188115.0,20039328990025.0,6941806448320.0,47845301778256.0,449817724457.0,,2056852870273.0,0.0,21053839680240.0,19139500000000.0,175309603853.0,962640000000.0,638356134.0,1151283171419.0,108801716439.0,182707631082.0,204424680589.0,-69687381742.0,22701649357883.0,-4044150.0,22701645313733.0,-18919436564738.0,3782208748995.0,-113295357252.0,3746426405.0,-491102076276.0,2948240398722.0,1229049762.0,0.0,-16642080855.0,-15413031093.0,2932827367629.0,836848078086.0,-9866240333.0,-165671859832.0,69687381742.0,-2053029244100.0,-42585565783.0,2589545066494.0,-587923374944.0,-48973529061.0,-540815706595.0,-69821662253.0,20904768017.0,-6807155135731.0,2848960289846.0,0.0,1907546908876.0,-510944000000.0,0.215649858,1.0696762503,3.9706680962,34.85815065120222,11.8954207591,18.417133296,65.17070470630222,30.6840764518,0.1256897731220345,0.166605049842225,12207526770765.0,2853364648980.0,2.5057436979,0.2967944008,2.4064203002,-40.945212428038474,17.4664833073,,0.0,0.0,4677596266574.0,0.0,,,,,,59.42,2021-09-01,0.10593254992818212
GAS,2021,3,73218244394411,5994119472080,,,,,,,,,,,,,,394298174079,,35000000000.0,,18695392203111,,,21736167454.0,,73218244394411,23025099014563,,,,,,,,50193145379848,,,,8550242800618,19139500000000,1035937476932.0,18542925212171,0.1634820620955425,2417435626380,0.1947505648335719,,,,,,,,,,,,,,,-159808010562,,-45084752291.0,3084370576314,,-622753071375,1918256051.0,2463535760990,2417435626380,,,3503450593674.0,,,-658089369188.0,508367965838.0,1929544442535.0,0.0,-3282616199482.0,48563011900.0,5947560639666.0,-2004179486.0,5994119472080.0,1401634768847.0,0.0,0.0,0.0,-5557736740000.0,0.4587299489,0.372469030614228,2.0801570880221845,0.1303697015826429,0.1686508986,0.1693423153,0.1199791172,0.0,1.4587299488867522,204792650000000.0,1913950000.0,24.4051826428,4.1660757137,2.7548195729,27.7549736072,1263.0610132866584,25683.6426776645,2021-09-30,,,,46100134610.0,196658562648.0,47691610231135.0,23594578773344.0,14762971629838.0,2376664348665.0,963276007208.0,25526634163276.0,2379036194204.0,13841165658679.0,9183933355884.0,50193145379848.0,501120373948.0,,2399598145005.0,0.0,21053839680240.0,19139500000000.0,52768751310.0,958248272497.0,638356134.0,2321054921457.0,116733803478.0,187022113084.0,415852106606.0,-85021638451.0,18542925212171.0,0.0,18542925212171.0,-15135594633210.0,3407330578961.0,-119787821220.0,6441468124.0,-468128134854.0,3081900187055.0,3119244630.0,0.0,-648855371.0,2470389259.0,3084370576314.0,812255631367.0,-15160477191.0,-414286404214.0,81356019689.0,595779935163.0,-306838300572.0,-883023459029.0,-732947769877.0,-76887521179.0,-638324744517.0,-12491734051.0,-47082230765.0,-14558146000000.0,16637411845885.0,0.0,2313173813015.0,-38053272497.0,0.2946771226,1.06290528,3.8672283631,38.04974016286695,12.2581723833,20.4105700351,70.71848258126695,29.7760537694,0.1498897504974399,0.1837536710078803,12951487286904.0,2779394433545.0,3.4456353899,0.4330646435,3.2739255493,-32.690436037019346,16.0374614411,,0.0,0.0,6916261691157.0,0.0,,,,,,66.06,2021-12-01,0.10767391398152926
GAS,2021,4,78768074688564,5600330735432,,,,,,,,,,,,,,400162192660,,35000000000.0,,18098268868761,,,21934563658.0,,78768074688564,26575344013434,,,,,,,,52192730675130,,,,10487292270016,19139500000000,1098473302817.0,20177079667677,0.2996759620274286,1963897651610,0.1673942955086182,,,,,,,,,,,,,,,-528380477059,,541019167212.0,2550558646707,,-482770561724,-38335140860.0,2029452944123,1963897651610,,,3722500495952.0,,,-1141541024915.0,211373292527.0,-1698758743454.0,0.0,-155831935113.0,-395300042522.0,5994119472080.0,1511305874.0,5600330735432.0,1459290636045.0,-29156197996.0,0.0,0.0,-307022527100.0,0.5091771147,0.3467584208500683,2.163026003560515,0.0973330588297248,0.1705725122,0.172361102,0.1221746774,0.0,1.5091771146991786,202878700000000.0,1913950000.0,23.3920808557,3.970675188,2.5683398195,26.7127683401,1026.0966334595992,26695.7116812419,2021-12-31,,,,65555292513.0,196658562647.0,51395282303213.0,24499825654952.0,16920750783526.0,3241216225272.0,1133158904031.0,27372792385351.0,3794212189837.0,16561261573886.0,10014082439548.0,52192730675130.0,413405237823.0,,3324677623426.0,0.0,21053839680240.0,19139500000000.0,104816808984.0,484740000000.0,638356134.0,3744292533015.0,117380137693.0,187160253871.0,303389017848.0,-96615692625.0,20177079667677.0,7903830.0,20177087571507.0,-16650437066443.0,3526650505064.0,-113893085929.0,5864018581.0,-639253077504.0,2554376901001.0,5725788587.0,0.0,-9544042881.0,-3818254294.0,2550558646707.0,797758784024.0,-97345306983.0,-267842106395.0,100281311387.0,-3523189980347.0,-830040626574.0,4302690907345.0,-1393733238157.0,-92345807720.0,-631528637067.0,-10287508400.0,-84774968987.0,-9726481613070.0,8987046800000.0,0.0,625414819490.0,-474224227503.0,0.2970716555,1.1127499217,4.171547694,37.37738127434323,14.1881645662,26.1299882594,77.69553409994325,25.7256672134,0.1169156322556817,0.1747849134601639,13447271329399.0,2359016950501.0,3.10330972,0.3200438995,2.9075990121,-24.416498877228847,15.3038503446,,0.0,0.0,7510120451721.0,0.0,,,,,,73.57,2022-04-01,0.09806196001642732
